Object,Filter,MJD,Flux,Error,Tel,Obs
NGC_6814,r,59866.454392,14.391, 0.028,1m003,coj
NGC_6814,r,59866.472978,14.147, 0.029,1m011,coj
NGC_6814,r,59866.473639,14.443, 0.029,1m011,coj
NGC_6814,r,59866.826118,14.814, 0.056,1m013,cpt
NGC_6814,r,59866.826769,14.569, 0.053,1m013,cpt
NGC_6814,r,59866.851903,15.187, 0.065,1m013,cpt
NGC_6814,r,59866.852556,15.110, 0.063,1m013,cpt
NGC_6814,r,59867.121474,14.178, 0.033,1m004,lsc
NGC_6814,r,59867.122123,14.092, 0.033,1m004,lsc
NGC_6814,r,59867.513731,15.714, 0.041,1m003,coj
NGC_6814,r,59867.514381,15.043, 0.037,1m003,coj
NGC_6814,r,59868.038104,14.607, 0.030,1m005,lsc
NGC_6814,r,59868.038753,14.598, 0.030,1m005,lsc
NGC_6814,r,59868.452639,14.471, 0.031,1m003,coj
NGC_6814,r,59868.453289,14.342, 0.030,1m003,coj
NGC_6814,r,59868.945613,14.488, 0.038,1m001,tfn
NGC_6814,r,59868.946262,14.166, 0.036,1m001,tfn
NGC_6814,r,59869.035694,14.618, 0.030,1m005,lsc
NGC_6814,r,59869.036345,14.615, 0.030,1m005,lsc
NGC_6814,r,59869.867823,19.942, 0.063,1m010,cpt
NGC_6814,r,59869.868472,18.014, 0.058,1m010,cpt
NGC_6814,r,59870.000392,14.204, 0.031,1m005,lsc
NGC_6814,r,59870.001041,14.123, 0.031,1m005,lsc
NGC_6814,r,59870.827913,14.644, 0.044,1m001,tfn
NGC_6814,r,59870.828563,14.643, 0.045,1m001,tfn
NGC_6814,r,59870.862747,14.802, 0.052,1m013,cpt
NGC_6814,r,59870.863408,14.735, 0.052,1m013,cpt
NGC_6814,r,59871.097845,14.120, 0.031,1m005,lsc
NGC_6814,r,59871.098494,14.659, 0.032,1m005,lsc
NGC_6814,r,59871.869323,14.513, 0.062,1m012,cpt
NGC_6814,r,59871.869960,14.512, 0.062,1m012,cpt
NGC_6814,r,59872.771361,14.418, 0.050,1m012,cpt
NGC_6814,r,59872.772010,14.434, 0.049,1m012,cpt
NGC_6814,r,59872.922327,14.338, 0.032,1m014,tfn
NGC_6814,r,59872.922976,13.639, 0.032,1m014,tfn
NGC_6814,r,59873.156250,14.322, 0.027,1m006,elp
NGC_6814,r,59873.156888,14.333, 0.027,1m006,elp
NGC_6814,r,59873.846364,14.758, 0.048,1m010,cpt
NGC_6814,r,59873.847013,14.710, 0.048,1m010,cpt
NGC_6814,r,59874.074386,14.471, 0.027,1m006,elp
NGC_6814,r,59874.075035,14.651, 0.027,1m006,elp
NGC_6814,r,59874.133482,14.273, 0.029,1m006,elp
NGC_6814,r,59874.134142,14.340, 0.029,1m006,elp
NGC_6814,r,59874.824425,14.309, 0.077,1m010,cpt
NGC_6814,r,59874.825074,14.352, 0.091,1m010,cpt
NGC_6814,r,59874.907508,14.209, 0.050,1m014,tfn
NGC_6814,r,59874.908157,14.162, 0.049,1m014,tfn
NGC_6814,r,59875.069439,13.884, 0.027,1m008,elp
NGC_6814,r,59875.070088,13.870, 0.027,1m008,elp
NGC_6814,r,59875.847875,13.634, 0.119,1m012,cpt
NGC_6814,r,59875.848525,13.267, 0.223,1m012,cpt
NGC_6814,r,59876.080155,13.612, 0.027,1m006,elp
NGC_6814,r,59876.080804,13.715, 0.027,1m006,elp
NGC_6814,r,59876.437206,12.771, 0.096,1m011,coj
NGC_6814,r,59876.437867,13.637, 0.033,1m011,coj
NGC_6814,r,59877.055654,19.109, 0.046,1m008,elp
NGC_6814,r,59877.056303,19.244, 0.046,1m008,elp
NGC_6814,r,59877.840412,14.358, 0.050,1m010,cpt
NGC_6814,r,59877.841061,14.252, 0.048,1m010,cpt
NGC_6814,r,59878.396014,13.675, 0.029,1m011,coj
NGC_6814,r,59878.396675,13.814, 0.029,1m011,coj
NGC_6814,r,59878.487273,13.717, 0.032,1m011,coj
NGC_6814,r,59878.487922,13.958, 0.031,1m011,coj
NGC_6814,r,59878.754055,14.076, 0.042,1m013,cpt
NGC_6814,r,59878.754716,14.213, 0.042,1m013,cpt
NGC_6814,r,59878.844850,14.193, 0.045,1m013,cpt
NGC_6814,r,59878.845499,14.131, 0.044,1m013,cpt
NGC_6814,r,59879.147560,14.347, 0.028,1m006,elp
NGC_6814,r,59879.148209,14.268, 0.028,1m006,elp
NGC_6814,r,59879.479424,13.927, 0.030,1m011,coj
NGC_6814,r,59879.480073,13.911, 0.030,1m011,coj
NGC_6814,r,59879.782672,14.284, 0.048,1m012,cpt
NGC_6814,r,59879.783309,14.352, 0.048,1m012,cpt
NGC_6814,r,59879.824625,14.224, 0.051,1m012,cpt
NGC_6814,r,59879.825274,14.346, 0.053,1m012,cpt
NGC_6814,r,59880.100679,14.056, 0.028,1m006,elp
NGC_6814,r,59880.101328,14.051, 0.028,1m006,elp
NGC_6814,r,59880.809581,14.433, 0.043,1m013,cpt
NGC_6814,r,59880.810230,14.388, 0.043,1m013,cpt
NGC_6814,r,59881.101212,14.185, 0.029,1m006,elp
NGC_6814,r,59881.101849,14.242, 0.029,1m006,elp
NGC_6814,r,59881.411434,14.198, 0.029,1m011,coj
NGC_6814,r,59881.412084,14.216, 0.029,1m011,coj
NGC_6814,r,59885.093723,13.922, 0.030,1m006,elp
NGC_6814,r,59885.094372,13.890, 0.030,1m006,elp
NGC_6814,r,59886.114802,13.910, 0.033,1m006,elp
NGC_6814,r,59886.115463,13.714, 0.032,1m006,elp
NGC_6814,r,59886.883787,13.907, 0.037,1m014,tfn
NGC_6814,r,59886.884436,13.941, 0.037,1m014,tfn
NGC_6814,r,59887.122966,14.023, 0.035,1m006,elp
NGC_6814,r,59887.123617,13.985, 0.042,1m006,elp
NGC_6814,r,59887.409965,13.775, 0.035,1m011,coj
NGC_6814,r,59887.410614,13.737, 0.035,1m011,coj
NGC_6814,r,59887.871053,13.810, 0.037,1m014,tfn
NGC_6814,r,59887.871714,13.701, 0.037,1m014,tfn
NGC_6814,r,59887.888882,13.871, 0.038,1m014,tfn
NGC_6814,r,59887.889531,13.841, 0.038,1m014,tfn
NGC_6814,r,59888.126232,15.019, 0.044,1m008,elp
NGC_6814,r,59888.126869,14.767, 0.041,1m008,elp
NGC_6814,r,59888.402752,13.740, 0.035,1m011,coj
NGC_6814,r,59888.403413,13.794, 0.034,1m011,coj
NGC_6814,r,59889.069265,14.146, 0.035,1m004,lsc
NGC_6814,r,59889.069915,14.205, 0.035,1m004,lsc
NGC_6814,r,59889.816589,13.838, 0.049,1m014,tfn
NGC_6814,r,59889.817238,13.980, 0.048,1m014,tfn
NGC_6814,r,59890.034643,14.059, 0.071,1m009,lsc
NGC_6814,r,59890.035303,14.189, 0.070,1m009,lsc
NGC_6814,r,59890.098405,14.118, 0.033,1m008,elp
NGC_6814,r,59890.099054,14.150, 0.033,1m008,elp
NGC_6814,r,59890.883359,14.037, 0.047,1m014,tfn
NGC_6814,r,59890.884008,14.004, 0.047,1m014,tfn
NGC_6814,r,59891.119758,13.959, 0.047,1m008,elp
NGC_6814,r,59891.120418,14.202, 0.043,1m008,elp
NGC_6814,r,59891.861428,13.703, 0.042,1m014,tfn
NGC_6814,r,59891.862077,13.721, 0.042,1m014,tfn
NGC_6814,r,59892.042198,20.453, 0.054,1m009,lsc
NGC_6814,r,59892.042847,22.416, 0.053,1m009,lsc
NGC_6814,r,59892.411266,13.362, 0.032,1m003,coj
NGC_6814,r,59892.411915,13.430, 0.032,1m003,coj
NGC_6814,r,59892.453746,13.799, 0.041,1m003,coj
NGC_6814,r,59892.454430,13.856, 0.043,1m003,coj
NGC_6814,r,59892.764057,13.563, 0.047,1m013,cpt
NGC_6814,r,59892.764695,13.543, 0.046,1m013,cpt
NGC_6814,r,59892.883495,13.504, 0.041,1m014,tfn
NGC_6814,r,59892.884144,13.524, 0.041,1m014,tfn
NGC_6814,r,59893.052005,13.612, 0.035,1m009,lsc
NGC_6814,r,59893.052701,13.348, 0.033,1m009,lsc
NGC_6814,r,59893.430451,13.043, 0.170,1m003,coj
NGC_6814,r,59893.431114,12.936, 0.285,1m003,coj
NGC_6814,r,59893.808240,13.483, 0.047,1m013,cpt
NGC_6814,r,59893.808889,13.474, 0.047,1m013,cpt
NGC_6814,r,59894.032764,13.393, 0.028,1m005,lsc
NGC_6814,r,59894.033413,13.393, 0.028,1m005,lsc
NGC_6814,r,59896.109351,14.160, 0.035,1m006,elp
NGC_6814,r,59896.110000,14.181, 0.035,1m006,elp
NGC_6814,r,59897.032553,13.055, 0.027,1m009,lsc
NGC_6814,r,59897.033203,13.076, 0.027,1m009,lsc
NGC_6814,r,59897.768175,13.809, 0.051,1m012,cpt
NGC_6814,r,59897.768824,13.801, 0.051,1m012,cpt
NGC_6814,r,59898.039952,13.569, 0.027,1m009,lsc
NGC_6814,r,59898.040590,13.464, 0.027,1m009,lsc
NGC_6814,r,59898.409951,13.182, 0.032,1m003,coj
NGC_6814,r,59898.410600,13.037, 0.031,1m003,coj
NGC_6814,r,59898.830649,12.972, 0.032,1m014,tfn
NGC_6814,r,59898.831298,13.021, 0.032,1m014,tfn
NGC_6814,r,59899.829529,13.269, 0.032,1m014,tfn
NGC_6814,r,59899.830179,13.205, 0.032,1m014,tfn
NGC_6814,r,59900.042520,13.623, 0.029,1m005,lsc
NGC_6814,r,59900.043182,13.674, 0.029,1m005,lsc
NGC_6814,r,59900.411299,13.358, 0.032,1m011,coj
NGC_6814,r,59900.411949,13.144, 0.031,1m011,coj
NGC_6814,r,59900.432190,13.682, 0.033,1m003,coj
NGC_6814,r,59900.432839,13.603, 0.031,1m003,coj
NGC_6814,r,59900.827616,13.279, 0.032,1m014,tfn
NGC_6814,r,59900.828265,13.302, 0.032,1m014,tfn
NGC_6814,r,59901.070877,13.908, 0.028,1m008,elp
NGC_6814,r,59901.071526,13.835, 0.028,1m008,elp
NGC_6814,r,59901.423047,13.677, 0.030,1m003,coj
NGC_6814,r,59901.423719,13.809, 0.030,1m003,coj
NGC_6814,r,59901.828216,13.931, 0.109,1m001,tfn
NGC_6814,r,59901.828866,14.075, 0.124,1m001,tfn
NGC_6814,r,59902.033610,13.772, 0.029,1m004,lsc
NGC_6814,r,59902.034259,13.919, 0.029,1m004,lsc
NGC_6814,r,59903.036051,13.730, 0.028,1m009,lsc
NGC_6814,r,59903.036701,13.761, 0.028,1m009,lsc
NGC_6814,r,59903.413522,14.078, 0.034,1m011,coj
NGC_6814,r,59903.414171,13.741, 0.033,1m011,coj
NGC_6814,r,59903.826713,13.767, 0.101,1m001,tfn
NGC_6814,r,59903.827363,13.890, 0.094,1m001,tfn
NGC_6814,r,59904.029570,13.560, 0.029,1m009,lsc
NGC_6814,r,59904.030220,13.676, 0.029,1m009,lsc
NGC_6814,r,59904.847034,12.992, 0.032,1m001,tfn
NGC_6814,r,59904.847683,13.072, 0.032,1m001,tfn
NGC_6814,r,59905.029451,13.440, 0.031,1m005,lsc
NGC_6814,r,59905.030100,13.432, 0.031,1m005,lsc
NGC_6814,r,59905.843820,13.239, 0.033,1m001,tfn
NGC_6814,r,59905.844469,13.445, 0.034,1m001,tfn
NGC_6814,r,59906.023874,13.956, 0.038,1m005,lsc
NGC_6814,r,59906.024524,13.971, 0.037,1m005,lsc
NGC_6814,r,59906.809780,13.460, 0.033,1m014,tfn
NGC_6814,r,59906.810429,13.717, 0.034,1m014,tfn
NGC_6814,r,59907.807018,13.598, 0.034,1m014,tfn
NGC_6814,r,59907.807679,13.643, 0.033,1m014,tfn
NGC_6814,r,59908.025340,14.239, 0.038,1m009,lsc
NGC_6814,r,59908.025989,14.172, 0.038,1m009,lsc
NGC_6814,r,59908.820174,13.720, 0.033,1m014,tfn
NGC_6814,r,59908.820824,14.193, 0.034,1m014,tfn
NGC_6814,r,59911.822925,14.119, 0.035,1m001,tfn
NGC_6814,r,59911.823574,14.112, 0.035,1m001,tfn
NGC_6814,r,59913.054526,14.060, 0.032,1m006,elp
NGC_6814,r,59913.055164,14.062, 0.032,1m006,elp
NGC_6814,r,59913.817230,13.735, 0.230,1m001,tfn
NGC_6814,r,59913.817879,13.734, 0.257,1m001,tfn
NGC_6814,r,59914.052563,13.712, 0.033,1m006,elp
NGC_6814,r,59914.053213,13.746, 0.032,1m006,elp
NGC_6814,r,59915.052357,15.820, 0.042,1m008,elp
NGC_6814,r,59915.053029,15.753, 0.041,1m008,elp
NGC_6814,r,59916.052424,14.822, 0.055,1m008,elp
NGC_6814,r,59916.053108,14.722, 0.058,1m008,elp
NGC_6814,r,59917.810778,17.685, 0.075,1m001,tfn
NGC_6814,r,59917.811439,16.727, 0.065,1m001,tfn
NGC_6814,r,60004.395384,13.532, 0.032,1m004,lsc
NGC_6814,r,60004.396056,14.043, 0.033,1m004,lsc
NGC_6814,r,60005.139208,14.250, 0.042,1m012,cpt
NGC_6814,r,60005.139857,14.359, 0.043,1m012,cpt
NGC_6814,r,60005.397527,14.160, 0.036,1m004,lsc
NGC_6814,r,60005.398177,14.160, 0.037,1m004,lsc
NGC_6814,r,60005.780932,14.242, 0.036,1m003,coj
NGC_6814,r,60005.781615,14.156, 0.037,1m003,coj
NGC_6814,r,60006.136514,14.555, 0.036,1m013,cpt
NGC_6814,r,60006.137175,14.546, 0.036,1m013,cpt
NGC_6814,r,60006.396063,15.484, 0.037,1m009,lsc
NGC_6814,r,60006.396712,15.198, 0.037,1m009,lsc
NGC_6814,r,60007.395265,14.405, 0.033,1m005,lsc
NGC_6814,r,60007.395914,14.386, 0.033,1m005,lsc
NGC_6814,r,60008.784224,15.665, 0.044,1m003,coj
NGC_6814,r,60008.784909,15.480, 0.045,1m003,coj
NGC_6814,r,60009.266376,14.925, 0.088,1m001,tfn
NGC_6814,r,60009.267025,14.814, 0.082,1m001,tfn
NGC_6814,r,60009.381866,15.029, 0.037,1m005,lsc
NGC_6814,r,60009.382515,15.027, 0.037,1m005,lsc
NGC_6814,r,60009.770269,15.371, 0.055,1m003,coj
NGC_6814,r,60009.770965,14.884, 0.050,1m003,coj
NGC_6814,r,60010.265648,14.838, 0.046,1m001,tfn
NGC_6814,r,60010.266298,14.902, 0.047,1m001,tfn
NGC_6814,r,60010.782501,13.858, 0.091,1m003,coj
NGC_6814,r,60010.783173,14.816, 0.041,1m003,coj
NGC_6814,r,60011.265634,14.754, 0.046,1m014,tfn
NGC_6814,r,60011.266285,14.924, 0.046,1m014,tfn
NGC_6814,r,60011.384499,15.079, 0.038,1m005,lsc
NGC_6814,r,60011.385148,15.103, 0.037,1m005,lsc
NGC_6814,r,60011.784907,16.570, 0.057,1m011,coj
NGC_6814,r,60011.785568,15.405, 0.045,1m011,coj
NGC_6814,r,60012.120064,14.939, 0.036,1m010,cpt
NGC_6814,r,60012.120713,14.881, 0.036,1m010,cpt
NGC_6814,r,60012.373471,14.809, 0.039,1m005,lsc
NGC_6814,r,60012.374120,14.883, 0.038,1m005,lsc
NGC_6814,r,60012.504417,14.649, 0.049,1m006,elp
NGC_6814,r,60012.505067,14.621, 0.049,1m006,elp
NGC_6814,r,60012.768750,14.431, 0.037,1m011,coj
NGC_6814,r,60012.769411,14.416, 0.037,1m011,coj
NGC_6814,r,60013.117277,14.452, 0.035,1m010,cpt
NGC_6814,r,60013.117926,14.442, 0.035,1m010,cpt
NGC_6814,r,60013.138687,14.509, 0.034,1m010,cpt
NGC_6814,r,60013.139348,14.441, 0.034,1m010,cpt
NGC_6814,r,60014.114651,14.495, 0.035,1m010,cpt
NGC_6814,r,60014.115300,14.546, 0.035,1m010,cpt
NGC_6814,r,60014.368107,14.674, 0.037,1m004,lsc
NGC_6814,r,60014.368782,14.841, 0.038,1m004,lsc
NGC_6814,r,60015.249977,14.890, 0.039,1m001,tfn
NGC_6814,r,60015.250626,14.845, 0.039,1m001,tfn
NGC_6814,r,60015.365654,14.616, 0.037,1m009,lsc
NGC_6814,r,60015.366293,14.628, 0.037,1m009,lsc
NGC_6814,r,60016.119954,14.784, 0.034,1m010,cpt
NGC_6814,r,60016.120603,14.847, 0.034,1m010,cpt
NGC_6814,r,60016.138063,14.933, 0.034,1m012,cpt
NGC_6814,r,60016.139044,14.855, 0.034,1m012,cpt
NGC_6814,r,60016.362903,14.635, 0.035,1m009,lsc
NGC_6814,r,60016.363553,14.664, 0.036,1m009,lsc
NGC_6814,r,60016.493561,14.434, 0.033,1m008,elp
NGC_6814,r,60016.494210,14.300, 0.033,1m008,elp
NGC_6814,r,60017.106538,14.508, 0.057,1m010,cpt
NGC_6814,r,60017.107190,14.552, 0.065,1m010,cpt
NGC_6814,r,60017.135948,14.915, 0.036,1m010,cpt
NGC_6814,r,60017.136599,14.831, 0.036,1m010,cpt
NGC_6814,r,60017.360162,14.594, 0.036,1m009,lsc
NGC_6814,r,60017.792491,14.633, 0.037,1m003,coj
NGC_6814,r,60017.793175,14.699, 0.038,1m003,coj
NGC_6814,r,60018.104470,14.609, 0.036,1m013,cpt
NGC_6814,r,60018.105120,14.751, 0.036,1m013,cpt
NGC_6814,r,60018.357433,14.691, 0.037,1m005,lsc
NGC_6814,r,60018.358082,14.769, 0.037,1m005,lsc
NGC_6814,r,60018.500082,14.302, 0.033,1m006,elp
NGC_6814,r,60018.500731,14.435, 0.033,1m006,elp
NGC_6814,r,60018.745479,14.908, 0.037,1m011,coj
NGC_6814,r,60018.746140,14.830, 0.036,1m011,coj
NGC_6814,r,60018.781040,14.752, 0.034,1m011,coj
NGC_6814,r,60018.781689,14.736, 0.034,1m011,coj
NGC_6814,r,60018.784108,14.707, 0.033,1m003,coj
NGC_6814,r,60018.784781,14.815, 0.033,1m003,coj
NGC_6814,r,60019.401348,14.999, 0.032,1m004,lsc
NGC_6814,r,60019.401998,14.924, 0.032,1m004,lsc
NGC_6814,r,60021.138735,14.970, 0.029,1m013,cpt
NGC_6814,r,60021.139407,15.235, 0.029,1m013,cpt
NGC_6814,r,60021.399992,14.725, 0.029,1m009,lsc
NGC_6814,r,60021.400641,14.925, 0.029,1m009,lsc
NGC_6814,r,60022.396532,20.160, 0.038,1m009,lsc
NGC_6814,r,60022.397181,19.082, 0.036,1m009,lsc
NGC_6814,r,60023.090874,14.840, 0.032,1m010,cpt
NGC_6814,r,60023.091592,14.836, 0.032,1m010,cpt
NGC_6814,r,60023.343748,14.700, 0.031,1m005,lsc
NGC_6814,r,60023.344399,14.653, 0.030,1m005,lsc
NGC_6814,r,60024.225488,14.369, 0.038,1m014,tfn
NGC_6814,r,60024.226149,14.585, 0.039,1m014,tfn
NGC_6814,r,60024.399268,14.835, 0.029,1m005,lsc
NGC_6814,r,60024.399919,14.657, 0.029,1m005,lsc
NGC_6814,r,60025.085404,14.931, 0.032,1m010,cpt
NGC_6814,r,60025.086343,14.882, 0.031,1m010,cpt
NGC_6814,r,60025.342134,14.848, 0.031,1m004,lsc
NGC_6814,r,60025.342783,14.800, 0.031,1m004,lsc
NGC_6814,r,60026.383360,14.912, 0.028,1m009,lsc
NGC_6814,r,60026.384021,14.836, 0.028,1m009,lsc
NGC_6814,r,60027.352553,14.908, 0.028,1m009,lsc
NGC_6814,r,60027.353191,14.843, 0.028,1m009,lsc
NGC_6814,r,60027.463413,14.920, 0.032,1m008,elp
NGC_6814,r,60027.464063,15.122, 0.032,1m008,elp
NGC_6814,r,60028.367980,15.362, 0.029,1m009,lsc
NGC_6814,r,60028.368629,15.018, 0.028,1m009,lsc
NGC_6814,r,60028.493147,15.407, 0.032,1m006,elp
NGC_6814,r,60028.493798,15.426, 0.033,1m006,elp
NGC_6814,r,60029.376228,15.093, 0.030,1m004,lsc
NGC_6814,r,60029.376877,14.848, 0.029,1m004,lsc
NGC_6814,r,60029.484366,15.031, 0.029,1m006,elp
NGC_6814,r,60029.485015,14.983, 0.029,1m006,elp
NGC_6814,r,60030.333866,14.920, 0.029,1m009,lsc
NGC_6814,r,60030.334515,14.883, 0.029,1m009,lsc
NGC_6814,r,60031.088016,15.283, 0.029,1m013,cpt
NGC_6814,r,60031.089025,15.266, 0.029,1m013,cpt
NGC_6814,r,60032.093738,15.391, 0.029,1m010,cpt
NGC_6814,r,60032.094388,15.444, 0.029,1m010,cpt
NGC_6814,r,60033.091987,15.478, 0.030,1m013,cpt
NGC_6814,r,60033.092636,15.452, 0.030,1m013,cpt
NGC_6814,r,60033.720341,15.545, 0.036,1m011,coj
NGC_6814,r,60033.721002,15.513, 0.035,1m011,coj
NGC_6814,r,60034.091331,15.245, 0.030,1m010,cpt
NGC_6814,r,60034.091980,15.285, 0.030,1m010,cpt
NGC_6814,r,60034.719510,15.223, 0.031,1m003,coj
NGC_6814,r,60034.720240,15.361, 0.031,1m003,coj
NGC_6814,r,60035.320175,15.207, 0.029,1m009,lsc
NGC_6814,r,60035.320825,15.576, 0.029,1m009,lsc
NGC_6814,r,60036.054771,15.412, 0.030,1m010,cpt
NGC_6814,r,60036.055409,15.366, 0.031,1m010,cpt
NGC_6814,r,60036.383767,15.629, 0.028,1m009,lsc
NGC_6814,r,60036.384417,16.077, 0.029,1m009,lsc
NGC_6814,r,60037.115724,15.305, 0.029,1m013,cpt
NGC_6814,r,60037.116374,15.333, 0.030,1m013,cpt
NGC_6814,r,60037.305191,15.279, 0.033,1m009,lsc
NGC_6814,r,60037.305841,15.408, 0.033,1m009,lsc
NGC_6814,r,60037.782238,15.417, 0.031,1m011,coj
NGC_6814,r,60037.782899,15.306, 0.031,1m011,coj
NGC_6814,r,60039.158065,15.175, 0.030,1m010,cpt
NGC_6814,r,60039.158842,15.079, 0.030,1m010,cpt
NGC_6814,r,60039.699668,15.608, 0.067,1m003,coj
NGC_6814,r,60039.700340,14.638, 0.096,1m003,coj
NGC_6814,r,60040.043858,15.409, 0.043,1m012,cpt
NGC_6814,r,60040.044536,15.413, 0.042,1m012,cpt
NGC_6814,r,60041.081242,15.391, 0.036,1m013,cpt
NGC_6814,r,60041.081891,15.332, 0.036,1m013,cpt
NGC_6814,r,60041.309205,15.398, 0.039,1m005,lsc
NGC_6814,r,60041.309855,15.471, 0.039,1m005,lsc
NGC_6814,r,60042.241223,14.893, 0.077,1m014,tfn
NGC_6814,r,60042.241884,14.832, 0.078,1m014,tfn
NGC_6814,r,60042.323919,15.077, 0.038,1m005,lsc
NGC_6814,r,60042.324580,15.019, 0.038,1m005,lsc
NGC_6814,r,60043.296541,14.552, 0.037,1m009,lsc
NGC_6814,r,60043.297190,14.536, 0.037,1m009,lsc
NGC_6814,r,60043.407810,17.883, 0.038,1m009,lsc
NGC_6814,r,60043.408448,17.878, 0.038,1m009,lsc
NGC_6814,r,60044.033079,14.619, 0.041,1m012,cpt
NGC_6814,r,60044.033729,14.678, 0.040,1m012,cpt
NGC_6814,r,60044.401928,14.303, 0.032,1m004,lsc
NGC_6814,r,60044.402577,14.507, 0.032,1m004,lsc
NGC_6814,r,60045.082176,14.335, 0.039,1m010,cpt
NGC_6814,r,60045.082825,14.419, 0.038,1m010,cpt
NGC_6814,r,60045.404807,14.539, 0.036,1m005,lsc
NGC_6814,r,60045.405457,14.491, 0.036,1m005,lsc
NGC_6814,r,60046.027509,14.478, 0.049,1m010,cpt
NGC_6814,r,60046.028158,14.569, 0.046,1m010,cpt
NGC_6814,r,60046.477079,14.507, 0.032,1m008,elp
NGC_6814,r,60046.477729,14.072, 0.031,1m008,elp
NGC_6814,r,60048.402682,14.459, 0.029,1m005,lsc
NGC_6814,r,60048.403335,14.566, 0.030,1m005,lsc
NGC_6814,r,60048.681680,14.660, 0.032,1m003,coj
NGC_6814,r,60048.682341,14.725, 0.032,1m003,coj
NGC_6814,r,60049.019288,14.768, 0.031,1m010,cpt
NGC_6814,r,60049.020006,15.102, 0.031,1m010,cpt
NGC_6814,r,60050.062914,14.985, 0.029,1m010,cpt
NGC_6814,r,60050.063563,14.905, 0.029,1m010,cpt
NGC_6814,r,60051.029553,15.225, 0.030,1m013,cpt
NGC_6814,r,60051.030202,15.249, 0.030,1m013,cpt
NGC_6814,r,60051.074557,15.281, 0.029,1m013,cpt
NGC_6814,r,60051.075195,15.258, 0.029,1m013,cpt
NGC_6814,r,60052.035079,15.514, 0.031,1m012,cpt
NGC_6814,r,60052.035798,15.573, 0.031,1m012,cpt
NGC_6814,r,60052.119559,15.668, 0.029,1m012,cpt
NGC_6814,r,60052.120197,15.645, 0.029,1m012,cpt
NGC_6814,r,60053.019823,14.975, 0.032,1m012,cpt
NGC_6814,r,60053.020472,15.625, 0.032,1m012,cpt
NGC_6814,r,60053.404334,16.019, 0.027,1m009,lsc
NGC_6814,r,60053.404983,16.180, 0.028,1m009,lsc
NGC_6814,r,60054.283100,15.896, 0.031,1m005,lsc
NGC_6814,r,60054.283750,15.926, 0.030,1m005,lsc
NGC_6814,r,60055.151995,15.309, 0.038,1m014,tfn
NGC_6814,r,60055.152656,15.284, 0.038,1m014,tfn
NGC_6814,r,60055.180154,15.647, 0.041,1m001,tfn
NGC_6814,r,60055.180803,15.496, 0.040,1m001,tfn
NGC_6814,r,60056.253722,15.493, 0.032,1m005,lsc
NGC_6814,r,60056.254371,15.589, 0.032,1m005,lsc
NGC_6814,r,60057.175237,14.734, 0.033,1m014,tfn
NGC_6814,r,60057.175898,14.761, 0.033,1m014,tfn
NGC_6814,r,60058.203736,14.805, 0.032,1m001,tfn
NGC_6814,r,60058.204385,15.235, 0.032,1m001,tfn
NGC_6814,r,60058.275566,14.828, 0.028,1m009,lsc
NGC_6814,r,60058.276203,15.064, 0.028,1m009,lsc
NGC_6814,r,60059.171150,14.930, 0.033,1m014,tfn
NGC_6814,r,60059.171799,14.832, 0.033,1m014,tfn
NGC_6814,r,60059.633398,15.269, 0.032,1m003,coj
NGC_6814,r,60059.634058,15.049, 0.032,1m003,coj
NGC_6814,r,60060.176785,14.758, 0.033,1m001,tfn
NGC_6814,r,60060.177435,15.015, 0.033,1m001,tfn
NGC_6814,r,60060.340596,15.381, 0.029,1m004,lsc
NGC_6814,r,60060.341245,15.231, 0.028,1m004,lsc
NGC_6814,r,60061.217195,14.944, 0.032,1m001,tfn
NGC_6814,r,60061.217855,14.571, 0.032,1m001,tfn
NGC_6814,r,60061.354833,14.924, 0.028,1m005,lsc
NGC_6814,r,60061.355482,15.062, 0.028,1m005,lsc
NGC_6814,r,60062.324510,15.355, 0.028,1m009,lsc
NGC_6814,r,60062.325159,15.607, 0.028,1m009,lsc
NGC_6814,r,60062.396162,14.644, 0.028,1m004,lsc
NGC_6814,r,60062.396811,14.624, 0.028,1m004,lsc
NGC_6814,r,60063.309331,15.027, 0.028,1m004,lsc
NGC_6814,r,60063.309980,15.018, 0.028,1m004,lsc
NGC_6814,r,60063.382721,15.031, 0.028,1m005,lsc
NGC_6814,r,60063.383370,14.953, 0.028,1m005,lsc
NGC_6814,r,60064.122071,15.018, 0.039,1m014,tfn
NGC_6814,r,60064.122720,14.937, 0.039,1m014,tfn
NGC_6814,r,60064.757470,14.495, 0.029,1m003,coj
NGC_6814,r,60064.758130,14.630, 0.029,1m003,coj
NGC_6814,r,60065.308169,14.457, 0.028,1m005,lsc
NGC_6814,r,60065.308818,14.517, 0.028,1m005,lsc
NGC_6814,r,60065.617176,14.519, 0.035,1m003,coj
NGC_6814,r,60065.617848,14.423, 0.035,1m003,coj
NGC_6814,r,60065.986103,14.626, 0.057,1m013,cpt
NGC_6814,r,60065.986753,14.603, 0.052,1m013,cpt
NGC_6814,r,60066.814218,14.220, 0.029,1m003,coj
NGC_6814,r,60066.814879,14.025, 0.030,1m003,coj
NGC_6814,r,60067.060207,20.891, 0.325,1m012,cpt
NGC_6814,r,60067.060856,21.271, 0.325,1m012,cpt
NGC_6814,r,60067.789045,13.826, 0.030,1m003,coj
NGC_6814,r,60067.789706,14.077, 0.030,1m003,coj
